id,IDTechnology,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
652,651,,188121,hr,hre,hre,insulated-helm-3,Insulated Helm,technology,Increase the melee armor of all non-siege units by +1.,insulated-helm,Insulated Helm,upgrade_melee_armor_ii,Increase the melee armor of all non-siege units by +1.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
653,652,,188266,hr,hre,hre,iron-undermesh-2,Iron Undermesh,technology,Increase the ranged armor of all non-siege units by +1.,iron-undermesh,Iron Undermesh,upgrade_ranged_armor_i,Increase the ranged armor of all non-siege units by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
654,653,,2117424,hr,hre,hre,lightweight-beams-4,Lightweight Beams,technology,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,lightweight-beams,Lightweight Beams,upgrade_ram_scaling,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,4,,0,400,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
655,654,,171836,hr,hre,hre,lumber-preservation-3,Lumber Preservation,technology,Increase Villagers' gathering rate for Wood by 15%.,lumber-preservation,Lumber Preservation,upgrade_econ_resource_wood_harvest_rate_3,Increase Villagers' gathering rate for Wood by 15%.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
656,655,,188122,hr,hre,hre,master-smiths-4,Master Smiths,technology,Increase the melee armor of all non-siege units by +1.,master-smiths,Master Smiths,upgrade_melee_armor_iii,Increase the melee armor of all non-siege units by +1.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
657,656,,128454,hr,hre,hre,military-academy-3,Military Academy,technology,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",military-academy,Military Academy,upgrade_tech_military_academy,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
658,657,,2076426,hr,hre,hre,naval-arrowslits-2,Naval Arrowslits,technology,Add a defensive arrowslit to this Dock which only attacks ships.,naval-arrowslits,Naval Arrowslits,upgrade_naval_arrowslits,Add a defensive arrowslit to this Dock which only attacks ships.,2,,0,0,75,125,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
659,658,,184600,hr,hre,hre,piety-4,Piety,technology,Increase the health of Prelates by +40.,piety,Piety,upgrade_unit_religious_piety_4_hre,Increase the health of Prelates by +40.,4,,0,325,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
660,659,,188271,hr,hre,hre,platecutter-point-4,Platecutter Point,technology,Increase the ranged damage of all arrows and bolts by +1.,platecutter-point,Platecutter Point,upgrade_ranged_damage_iii,Increase the ranged damage of all arrows and bolts by +1.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
661,660,,171293,hr,hre,hre,precision-cross-breeding-4,Precision Cross-Breeding,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,precision-cross-breeding,Precision Cross-Breeding,upgrade_econ_resource_food_harvest_rate_4,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,4,,0,500,250,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
662,661,,127933,hr,hre,hre,professional-scouts-2,Professional Scouts,technology,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",professional-scouts,Professional Scouts,upgrade_scout_forester,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",2,,0,275,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
663,662,,174761,hr,hre,hre,reinforced-defenses-4,Reinforced Defenses,technology,"Increase the health of walls, towers, and gates by +25%.",reinforced-defenses,Reinforced Defenses,upgrade_reinforced_defenses_hre,"Increase the health of walls, towers, and gates by +25%.",4,,0,250,0,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
664,663,,127938,hr,hre,hre,roller-shutter-triggers-4,Roller Shutter Triggers,technology,Increases Springald attack speed by +25% and grants +10% Ranged Resistance.,roller-shutter-triggers,Roller Shutter Triggers,upgrade_siege_roller_trigger,Increases Springald attack speed by +25% and grants +10% Ranged Resistance.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
665,664,,9000617,hr,hre,hre,serpentine-powder-4,Serpentine Powder,technology,"With new gunpowder, Handcannoneers gain +8 damage against melee infantry and gain a brief increase to their movement speed after firing their weapon.",serpentine-powder,Serpentine Powder,upgrade_ranged_leadshot,"With new gunpowder, Handcannoneers gain +8 damage against melee infantry and gain a brief increase to their movement speed after firing their weapon.",4,,300,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
666,665,,171823,hr,hre,hre,shaft-mining-3,Shaft Mining,technology,Increase Villagers' gathering rate for Gold and Stone by 15%.,shaft-mining,Shaft Mining,upgrade_econ_resource_gold_harvest_rate_3,Increase Villagers' gathering rate for Gold and Stone by 15%.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
667,666,,2101643,hr,hre,hre,shipwrights-4,Shipwrights,technology,Increase the health of all military ships by +20% and ranged armor by +1.,shipwrights,Shipwrights,upgrade_naval_shipwrights,Increase the health of all military ships by +20% and ranged armor by +1.,4,,300,550,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
668,667,,127860,hr,hre,hre,siege-engineering-2,Siege Engineering,technology,Melee and ranged infantry can construct Siege Towers and Battering Rams in the field.,siege-engineering,Siege Engineering,upgrade_siege_engineers,Melee and ranged infantry can construct Siege Towers and Battering Rams in the field.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
669,668,,127859,hr,hre,hre,siege-works-4,Siege Works,technology,New carpentry techniques increase the health of siege units by +20%.,siege-works,Siege Works,upgrade_siege_works,New carpentry techniques increase the health of siege units by +20%.,4,,0,600,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
670,669,,127842,hr,hre,hre,silk-bowstrings-4,Silk Bowstrings,technology,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,silk-bowstrings,Silk Bowstrings,upgrade_ranged_archer_silkstring,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,4,,0,700,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
671,670,,199503,hr,hre,hre,slate-and-stone-construction-3,Slate and Stone Construction,technology,All buildings gain +5 fire armor.,slate-and-stone-construction,Slate and Stone Construction,upgrade_building_fire_armor_hre,All buildings gain +5 fire armor.,3,,0,250,0,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
672,671,,171822,hr,hre,hre,specialized-pick-2,Specialized Pick,technology,Increase Villagers' gathering rate for Gold and Stone by 15%.,specialized-pick,Specialized Pick,upgrade_econ_resource_gold_harvest_rate_2,Increase Villagers' gathering rate for Gold and Stone by 15%.,2,,0,100,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
673,672,,2101638,hr,hre,hre,springald-crews-3,Springald Crews,technology,Springald Ships gain +1 range and attack 20% faster.,springald-crews,Springald Crews,upgrade_naval_springald_ship_upgrade_1,Springald Ships gain +1 range and attack 20% faster.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
674,673,,127371,hr,hre,hre,springald-emplacement-3,Springald Emplacement,technology,Add a defensive springald emplacement to this structure.,springald-emplacement,Springald Emplacement,upgrade_keep_springald,Add a defensive springald emplacement to this structure.,3,,0,38,0,94,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
675,674,,2126207,hr,hre,hre,spyglass-4,Spyglass,technology,Increase the sight radius of Scouts by 30%.,spyglass,Spyglass,upgrade_scout_los_increase,Increase the sight radius of Scouts by 30%.,4,,0,50,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
676,675,,2122227,hr,hre,hre,steel-barding-3,Steel Barding,technology,Grants Knights +2 melee and +2 ranged armor.,steel-barding,Steel Barding,upgrade_knight_barding_hre,Grants Knights +2 melee and +2 ranged armor.,3,,90,210,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
677,676,,188269,hr,hre,hre,steeled-arrow-2,Steeled Arrow,technology,Increase the ranged damage of all arrows and bolts by +1.,steeled-arrow,Steeled Arrow,upgrade_ranged_damage_i,Increase the ranged damage of all arrows and bolts by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
678,677,,203467,hr,hre,hre,survival-techniques-1,Survival Techniques,technology,Increase Villagers' hunted meat gather rate by +15%.,survival-techniques,Survival Techniques,upgrade_econ_villager_hunting_gear_1,Increase Villagers' hunted meat gather rate by +15%.,1,,0,75,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
679,678,,2101653,hr,hre,hre,swivel-cannon-4,Swivel Cannon,technology,Springald Ships gain an additional Cannon which fires in 360 degrees.,swivel-cannon,Swivel Cannon,upgrade_naval_swivel_cannon,Springald Ships gain an additional Cannon which fires in 360 degrees.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
680,679,,2045367,hr,hre,hre,textiles-2,Textiles,technology,Increase Villagers' health by +50%.,textiles,Textiles,upgrade_villager_health,Increase Villagers' health by +50%.,2,,50,100,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
681,680,,2124353,hr,hre,hre,tithe-barns-4,Tithe Barns,technology,"Relics placed in eligible buildings provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",tithe-barns,Tithe Barns,upgrade_unit_religious_tithe_barn_4_hre,"Relics placed in eligible buildings provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",4,,0,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
682,681,,2025322,hr,hre,hre,two-handed-weapons-3,Two-Handed Weapons,technology,"Men-at-Arms wield two-handed weapons, increasing their damage by +2.",two-handed-weapons,Two-Handed Weapons,upgrade_man_at_arms_two_handed_hre,"Men-at-Arms wield two-handed weapons, increasing their damage by +2.",3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
683,682,,188267,hr,hre,hre,wedge-rivets-3,Wedge Rivets,technology,Increase the ranged armor of all non-siege units by +1.,wedge-rivets,Wedge Rivets,upgrade_ranged_armor_ii,Increase the ranged armor of all non-siege units by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
684,683,,129091,hr,hre,hre,wheelbarrow-1,Wheelbarrow,technology,Increase the carry capacity of Villagers by +5 and their movement speed by +15%.,wheelbarrow,Wheelbarrow,upgrade_unit_town_center_wheelbarrow_1,Increase the carry capacity of Villagers by +5 and their movement speed by +15%.,1,,0,150,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
685,684,,130999,je,jeannedarc,french_ha_01,adjustable-crossbars-4,Adjustable Crossbars,technology,"Increases Mangonel range by +1, blast radius by +100%, and adds +1 projectile to attacks.",adjustable-crossbars,Adjustable Crossbars,upgrade_siege_adjustable_crossbar,"Increases Mangonel range by +1, blast radius by +100%, and adds +1 projectile to attacks.",4,,0,1200,1000,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
686,685,,188268,je,jeannedarc,french_ha_01,angled-surfaces-4,Angled Surfaces,technology,Increase the ranged armor of all non-siege units by +1.,angled-surfaces,Angled Surfaces,upgrade_ranged_armor_iii,Increase the ranged armor of all non-siege units by +1.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
687,686,,196879,je,jeannedarc,french_ha_01,armored-hull-3,Armored Hull,technology,Increase the health of all military ships by +20% and ranged armor by +1.,armored-hull,Armored Hull,upgrade_naval_armored_hull,Increase the health of all military ships by +20% and ranged armor by +1.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
688,687,,127325,je,jeannedarc,french_ha_01,arrowslits-2,Arrowslits,technology,Add defensive arrowslits to this structure and increase garrison arrow range by +1. Only one weapon emplacement can be added.,arrowslits,Arrowslits,upgrade_outpost_arrowslits,Add defensive arrowslits to this structure and increase garrison arrow range by +1. Only one weapon emplacement can be added.,2,,0,25,0,50,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
689,688,,188270,je,jeannedarc,french_ha_01,balanced-projectiles-3,Balanced Projectiles,technology,Increase the ranged damage of all arrows and bolts by +1.,balanced-projectiles,Balanced Projectiles,upgrade_ranged_damage_ii,Increase the ranged damage of all arrows and bolts by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
690,689,,187694,je,jeannedarc,french_ha_01,bloomery-2,Bloomery,technology,Increase the melee damage of all non-siege units by +1.,bloomery,Bloomery,upgrade_melee_damage_i,Increase the melee damage of all non-siege units by +1.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
691,690,,128447,je,jeannedarc,french_ha_01,boiling-oil-3,Boiling Oil,technology,Towers and Keeps gain a boiling oil attack against nearby units that deals 30 damage.,boiling-oil,Boiling Oil,upgrade_tech_university_murder_holes_4,Towers and Keeps gain a boiling oil attack against nearby units that deals 30 damage.,3,,0,500,0,200,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
692,691,,185626,je,jeannedarc,french_ha_01,cannon-emplacement-4,Cannon Emplacement,technology,Add a defensive cannon emplacement to this structure.,cannon-emplacement,Cannon Emplacement,upgrade_keep_cannon,Add a defensive cannon emplacement to this structure.,4,,0,125,0,375,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
693,692,,170541,je,jeannedarc,french_ha_01,cantled-saddles-3,Cantled Saddles,technology,Increase Royal Knights' bonus damage after a charge from +3 to +10.,cantled-saddles,Cantled Saddles,upgrade_cavalry_cantled_saddle_fre,Increase Royal Knights' bonus damage after a charge from +3 to +10.,3,,75,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
694,693,,124734,je,jeannedarc,french_ha_01,chemistry-4,Chemistry,technology,Advancements in alchemical research increase the bonus damage of all gunpowder siege weapons by +25%.,chemistry,Chemistry,upgrade_siege_chemistry,Advancements in alchemical research increase the bonus damage of all gunpowder siege weapons by +25%.,4,,200,650,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
695,694,,137068,je,jeannedarc,french_ha_01,chivalry-2,Chivalry,technology,Royal Knights regenerate +1 health every 1 seconds when out of combat.,chivalry,Chivalry,upgrade_cavalry_chivalry_fre,Royal Knights regenerate +1 health every 1 seconds when out of combat.,2,,0,200,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
696,695,,2035319,je,jeannedarc,french_ha_01,chivalry-3,Chivalry,technology,Royal Knights regenerate +1 health every 1 seconds when out of combat.,chivalry,Chivalry,upgrade_landmark_cavalry_chivalry_fre,Royal Knights regenerate +1 health every 1 seconds when out of combat.,3,,0,200,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
697,696,,2146393,je,jeannedarc,french_ha_01,companion-equipment-1,Companion Equipment,technology,Increase Jeanne d'Arc's health and damage by 25% and gain +1 armor. Increase the health and damage of Jeanne's Companions by 20%.,companion-equipment,Companion Equipment,upgrade_landmark_keep_companion_upgrade_fre_ha_01,Increase Jeanne d'Arc's health and damage by 25% and gain +1 armor. Increase the health and damage of Jeanne's Companions by 20%.,1,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
698,697,,128427,je,jeannedarc,french_ha_01,court-architects-4,Court Architects,technology,Patronage of the finest builders increases all building health by +30%.,court-architects,Court Architects,upgrade_tech_university_architecture_4,Patronage of the finest builders increases all building health by +30%.,4,,0,700,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
699,698,,2035322,je,jeannedarc,french_ha_01,crossbow-stirrups-3,Crossbow Stirrups,technology,Increase the attack speed of Arbalétriers by +25%.,crossbow-stirrups,Crossbow Stirrups,upgrade_landmark_ranged_crossbow_stirrups_fre,Increase the attack speed of Arbalétriers by +25%.,3,,300,700,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
700,699,,172158,je,jeannedarc,french_ha_01,crossbow-stirrups-4,Crossbow Stirrups,technology,Increase the attack speed of Arbalétriers by +25%.,crossbow-stirrups,Crossbow Stirrups,upgrade_ranged_crossbow_stirrups_fre,Increase the attack speed of Arbalétriers by +25%.,4,,300,700,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
701,700,,171837,je,jeannedarc,french_ha_01,crosscut-saw-4,Crosscut Saw,technology,Increase Villagers' gathering rate for Wood by 15% and Wood gatherers carry capacity by +5.,crosscut-saw,Crosscut Saw,upgrade_econ_resource_wood_harvest_rate_4,Increase Villagers' gathering rate for Wood by 15% and Wood gatherers carry capacity by +5.,4,,250,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
702,701,,171824,je,jeannedarc,french_ha_01,cupellation-4,Cupellation,technology,Gold gatherers drop off 15% more resources.,cupellation,Cupellation,upgrade_econ_resource_gold_harvest_rate_4,Gold gatherers drop off 15% more resources.,4,,0,500,250,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
703,702,,188010,je,jeannedarc,french_ha_01,damascus-steel-4,Damascus Steel,technology,Increase the melee damage of all non-siege units by +1.,damascus-steel,Damascus Steel,upgrade_melee_damage_iii,Increase the melee damage of all non-siege units by +1.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
704,703,,187997,je,jeannedarc,french_ha_01,decarbonization-3,Decarbonization,technology,Increase the melee damage of all non-siege units by +1.,decarbonization,Decarbonization,upgrade_melee_damage_ii,Increase the melee damage of all non-siege units by +1.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
705,704,,128070,je,jeannedarc,french_ha_01,double-broadax-2,Double Broadax,technology,Increase Villagers' gathering rate for Wood by 15%.,double-broadax,Double Broadax,upgrade_econ_resource_wood_harvest_rate_2,Increase Villagers' gathering rate for Wood by 15%.,2,,50,100,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
706,705,,2033746,je,jeannedarc,french_ha_01,drift-nets-3,Drift Nets,technology,"Increase the gathering rate of Fishing Ships by +10%, carry capacity by +20 and move speed by +10%.",drift-nets,Drift Nets,upgrade_econ_drift_nets,"Increase the gathering rate of Fishing Ships by +10%, carry capacity by +20 and move speed by +10%.",3,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
707,706,,190779,je,jeannedarc,french_ha_01,elite-army-tactics-4,Elite Army Tactics,technology,Training elite infantry leads to improved prowess in battle. Melee Infantry gain +20% damage and +4 melee armor.,elite-army-tactics,Elite Army Tactics,upgrade_manatarms_elite_army_tactics,Training elite infantry leads to improved prowess in battle. Melee Infantry gain +20% damage and +4 melee armor.,4,,500,1000,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
708,707,,196883,je,jeannedarc,french_ha_01,explosives-4,Explosives,technology,Increase the damage of Incendiary Ships by +40%.,explosives,Explosives,upgrade_naval_explosives,Increase the damage of Incendiary Ships by +40%.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
709,708,,2033745,je,jeannedarc,french_ha_01,extended-lines-2,Extended Lines,technology,Increase the gathering rate of Fishing Ships by +15% and carry capacity by +10.,extended-lines,Extended Lines,upgrade_econ_extended_lines,Increase the gathering rate of Fishing Ships by +15% and carry capacity by +10.,2,,0,175,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
710,709,,2101642,je,jeannedarc,french_ha_01,extra-hammocks-3,Extra Hammocks,technology,Increases the number of arrows fired by Archer Ships by +1.,extra-hammocks,Extra Hammocks,upgrade_naval_extra_hammocks,Increases the number of arrows fired by Archer Ships by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
711,710,,171292,je,jeannedarc,french_ha_01,fertilization-3,Fertilization,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,fertilization,Fertilization,upgrade_econ_resource_food_harvest_rate_3,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
712,711,,188116,je,jeannedarc,french_ha_01,fitted-leatherwork-2,Fitted Leatherwork,technology,Increase the melee armor of all non-siege units by +1.,fitted-leatherwork,Fitted Leatherwork,upgrade_melee_armor_i,Increase the melee armor of all non-siege units by +1.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
713,712,,171999,je,jeannedarc,french_ha_01,forestry-1,Forestry,technology,Double the rate at which Villagers chop down trees.,forestry,Forestry,upgrade_econ_resource_wood_fell_rate_1,Double the rate at which Villagers chop down trees.,1,,25,50,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
714,713,,127331,je,jeannedarc,french_ha_01,fortify-outpost-2,Fortify Outpost,technology,Add +1000 health and +5 fire armor to this Outpost.,fortify-outpost,Fortify Outpost,upgrade_outpost_stone,Add +1000 health and +5 fire armor to this Outpost.,2,,0,0,0,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
715,714,,172163,je,jeannedarc,french_ha_01,gambesons-3,Gambesons,technology,Increase Arbalétrier melee armor by +5.,gambesons,Gambesons,upgrade_ranged_crossbow_drills_fre,Increase Arbalétrier melee armor by +5.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
716,715,,127863,je,jeannedarc,french_ha_01,geometry-4,Geometry,technology,Increase damage of Trebuchets by +20%.,geometry,Geometry,upgrade_siege_mathematics,Increase damage of Trebuchets by +20%.,4,,0,225,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
717,716,,191268,je,jeannedarc,french_ha_01,greased-axles-3,Greased Axles,technology,Increase the movement speed of siege engines by +15%.,greased-axles,Greased Axles,upgrade_siege_weapon_speed,Increase the movement speed of siege engines by +15%.,3,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
718,717,,2101720,je,jeannedarc,french_ha_01,heated-shot-4,Heated Shot,technology,"Archer Ship arrows light enemy Ships on fire, dealing damage over time.",heated-shot,Heated Shot,upgrade_naval_heated_shot,"Archer Ship arrows light enemy Ships on fire, dealing damage over time.",4,,0,500,200,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
