id,IDBuilding,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
226,225,,132787,fr,french,french,red-palace-3,Red Palace,building,"Acts as a Keep. Features high-damage arbalest emplacements. Each garrisoned unit adds an additional arbalest.
Activates an Arbalest emplacement on all Keeps and Town Centers.",red-palace,Red Palace,building_landmark_age2_la_chateau_rouge_fre,"Acts as a Keep. Features high-damage arbalest emplacements. Each garrisoned unit adds an additional arbalest.
Activates an Arbalest emplacement on all Keeps and Town Centers.",3,5000,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
227,226,,132782,fr,french,french,royal-institute-2,Royal Institute,building,Houses all technologies unique to the French. Research is -30% cheaper here and ignores Age requirements.,royal-institute,Royal Institute,building_landmark_age3_le_grande_university_fre,Houses all technologies unique to the French. Research is -30% cheaper here and ignores Age requirements.,2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
228,227,,132778,fr,french,french,school-of-cavalry-1,School of Cavalry,building,Acts as a Stable. All of your stables produce units +20% faster.,school-of-cavalry,School of Cavalry,building_landmark_age1_casernes_centrales_fre,Acts as a Stable. All of your stables produce units +20% faster.,1,5000,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
229,228,,132774,fr,french,french,siege-workshop-3,Siege Workshop,building,Produces siege engines and powerful gunpowder units.,siege-workshop,Siege Workshop,building_unit_siege_control_fre,Produces siege engines and powerful gunpowder units.,3,2100,0,0,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
230,229,,132753,fr,french,french,stable-2,Stable,building,Produces cavalry military units.,stable,Stable,building_unit_cavalry_control_fre,Produces cavalry military units.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
231,230,,132686,fr,french,french,stone-wall-2,Stone Wall,building,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",stone-wall,Stone Wall,building_defense_wall_fre,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",2,3000,0,0,0,25,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
232,231,,132687,fr,french,french,stone-wall-gate-2,Stone Wall Gate,building,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",stone-wall-gate,Stone Wall Gate,building_defense_wall_gate_fre,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",2,3000,0,0,0,50,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
233,232,,132684,fr,french,french,stone-wall-tower-2,Stone Wall Tower,building,"Heavy defensive tower that fires a springald. Must be built on a Stone Wall segment.
Infantry can use the tower to access the top of the walls.",stone-wall-tower,Stone Wall Tower,building_defense_tower_fre,"Heavy defensive tower that fires a springald. Must be built on a Stone Wall segment.
Infantry can use the tower to access the top of the walls.",2,3000,0,0,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
234,233,,188691,fr,french,french,town-center-2,Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",town-center,Town Center,building_town_center_fre,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",2,2500,0,0,400,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
235,234,,132746,fr,french,french,university-4,University,building,Houses advanced technology that benefit the civilization.,university,University,building_tech_university_control_fre,Houses advanced technology that benefit the civilization.,4,2100,0,0,450,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
236,235,,134916,hr,hre,hre,aachen-chapel-1,Aachen Chapel,building,"Inspires units in a large radius so long as a Prelate is garrisoned.
Acts as a drop-off point for all resource types.",aachen-chapel,Aachen Chapel,building_landmark_age1_palantine_chapel_hre,"Inspires units in a large radius so long as a Prelate is garrisoned.
Acts as a drop-off point for all resource types.",1,5000,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
237,236,,134877,hr,hre,hre,archery-range-2,Archery Range,building,Produces ranged infantry units.,archery-range,Archery Range,building_unit_ranged_control_hre,Produces ranged infantry units.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
238,237,,134874,hr,hre,hre,barracks-1,Barracks,building,Produces melee infantry units.,barracks,Barracks,building_unit_infantry_control_hre,Produces melee infantry units.,1,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
239,238,,134806,hr,hre,hre,blacksmith-2,Blacksmith,building,Houses technology to improve infantry and cavalry.,blacksmith,Blacksmith,building_tech_unit_infantry_control_hre,Houses technology to improve infantry and cavalry.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
240,239,,134918,hr,hre,hre,burgrave-palace-2,Burgrave Palace,building,Acts as a Barracks that produces 400% faster.,burgrave-palace,Burgrave Palace,building_landmark_age2_nuremberg_castle_hre,Acts as a Barracks that produces 400% faster.,2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
241,240,,134869,hr,hre,hre,capital-town-center-1,Capital Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, Prelates, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect units stealth or disguises.",capital-town-center,Capital Town Center,building_town_center_capital_hre,"All Resources can be dropped off here. Produces Villagers, Scouts, Prelates, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect units stealth or disguises.",1,7000,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
242,241,,193147,hr,hre,hre,dock-1,Dock,building,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three Fishing Ships. Prelates can place a Relic within to generate Gold.",dock,Dock,building_unit_naval_hre,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three Fishing Ships. Prelates can place a Relic within to generate Gold.",1,1750,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
243,242,,134919,hr,hre,hre,elzbach-palace-3,Elzbach Palace,building,Acts as a Keep with +50% health. All buildings within influence take -33% less damage.,elzbach-palace,Elzbach Palace,building_landmark_age3_eltz_castle_hre,Acts as a Keep with +50% health. All buildings within influence take -33% less damage.,3,7500,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
244,243,,134934,hr,hre,hre,farm-1,Farm,building,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",farm,Farm,building_resource_farm_hre,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",1,300,0,0,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
245,244,,134921,hr,hre,hre,great-palace-of-flensburg-4,Great Palace of Flensburg,building,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,great-palace-of-flensburg,Great Palace of Flensburg,building_wonder_age4_glucksburg_castle_hre,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,4,5000,5000,5000,5000,5000,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
246,245,,134790,hr,hre,hre,house-1,House,building,Increases your maximum Population.,house,House,building_house_control_hre,Increases your maximum Population.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
247,246,,134923,hr,hre,hre,keep-3,Keep,building,"Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.
Prelates can place a Relic within to generate Gold and improve the buildings armor, damage, weapon range and sight range.",keep,Keep,building_defense_keep_hre,"Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.
Prelates can place a Relic within to generate Gold and improve the buildings armor, damage, weapon range and sight range.",3,5000,0,0,0,900,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
248,247,,134785,hr,hre,hre,lumber-camp-1,Lumber Camp,building,Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.,lumber-camp,Lumber Camp,building_econ_wood_control_hre,Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
249,248,,134777,hr,hre,hre,market-2,Market,building,Allows the buying and selling of resources and produces the Trader.,market,Market,building_econ_market_control_hre,Allows the buying and selling of resources and produces the Trader.,2,1000,0,0,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
250,249,,134915,hr,hre,hre,meinwerk-palace-1,Meinwerk Palace,building,Acts like a Blacksmith. Technology researched here costs -50% and researches 50% faster. Contains Technologies unique to this Landmark.,meinwerk-palace,Meinwerk Palace,building_landmark_age1_imperial_palace_of_paderborn_hre,Acts like a Blacksmith. Technology researched here costs -50% and researches 50% faster. Contains Technologies unique to this Landmark.,1,5000,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
251,250,,134765,hr,hre,hre,mill-1,Mill,building,Villagers can drop off Food at this building. Houses technologies to improve Food gathering.,mill,Mill,building_econ_food_control_hre,Villagers can drop off Food at this building. Houses technologies to improve Food gathering.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
252,251,,134781,hr,hre,hre,mining-camp-1,Mining Camp,building,Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.,mining-camp,Mining Camp,building_econ_mining_camp_control_hre,Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
253,252,,134904,hr,hre,hre,monastery-3,Monastery,building,"Produces religious units and houses religious technologies. Starting in the Castle Age (III), religious units can pick up Relics and place them in this building to generate Gold.",monastery,Monastery,building_unit_religious_control_hre,"Produces religious units and houses religious technologies. Starting in the Castle Age (III), religious units can pick up Relics and place them in this building to generate Gold.",3,2100,0,0,200,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
254,253,,134924,hr,hre,hre,outpost-1,Outpost,building,"Offers extensive line of sight and detects units stealth or disguises. Can be upgraded with weaponry and fortifications. Attacks while garrisoned. 
Prelates can place a Relic within to generate Gold and improve the buildings armor, damage, weapon range and sight range.",outpost,Outpost,building_defense_outpost_hre,"Offers extensive line of sight and detects units stealth or disguises. Can be upgraded with weaponry and fortifications. Attacks while garrisoned. 
Prelates can place a Relic within to generate Gold and improve the buildings armor, damage, weapon range and sight range.",1,750,0,0,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
255,254,,134920,hr,hre,hre,palace-of-swabia-3,Palace of Swabia,building,"Acts as a Town Center. Produces Villagers +200% faster and at -66% cost.
Cost to build this Landmark is reduced by -20%.",palace-of-swabia,Palace of Swabia,building_landmark_age3_hohenzollern_castle_hre,"Acts as a Town Center. Produces Villagers +200% faster and at -66% cost.
Cost to build this Landmark is reduced by -20%.",3,5000,1920,960,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
256,255,,134926,hr,hre,hre,palisade-gate-1,Palisade Gate,building,Light defensive gate. Must be built on a Palisade Wall segment.,palisade-gate,Palisade Gate,building_defense_palisade_gate_hre,Light defensive gate. Must be built on a Palisade Wall segment.,1,1250,0,0,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
257,256,,134925,hr,hre,hre,palisade-wall-1,Palisade Wall,building,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",palisade-wall,Palisade Wall,building_defense_palisade_hre,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",1,1250,0,0,7,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
258,257,,134917,hr,hre,hre,regnitz-cathedral-2,Regnitz Cathedral,building,Acts as a Monastery. All Relics generate +100% gold while garrisoned.,regnitz-cathedral,Regnitz Cathedral,building_landmark_age2_bamberg_cathedral_hre,Acts as a Monastery. All Relics generate +100% gold while garrisoned.,2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
259,258,,134911,hr,hre,hre,siege-workshop-3,Siege Workshop,building,Produces siege engines and powerful gunpowder units.,siege-workshop,Siege Workshop,building_unit_siege_control_hre,Produces siege engines and powerful gunpowder units.,3,2100,0,0,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
260,259,,134871,hr,hre,hre,stable-2,Stable,building,Produces cavalry military units.,stable,Stable,building_unit_cavalry_control_hre,Produces cavalry military units.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
261,260,,134929,hr,hre,hre,stone-wall-2,Stone Wall,building,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",stone-wall,Stone Wall,building_defense_wall_hre,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",2,3000,0,0,0,25,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
262,261,,134930,hr,hre,hre,stone-wall-gate-2,Stone Wall Gate,building,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",stone-wall-gate,Stone Wall Gate,building_defense_wall_gate_hre,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",2,3000,0,0,0,50,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
263,262,,134927,hr,hre,hre,stone-wall-tower-2,Stone Wall Tower,building,"Heavy defensive tower that fires a springald. Must be built on a Stone Wall segment.
Infantry can use the tower to access the top of the walls.
Place a Relic here to generate Gold and improve armor, damage, weapon range and sight range.",stone-wall-tower,Stone Wall Tower,building_defense_tower_hre,"Heavy defensive tower that fires a springald. Must be built on a Stone Wall segment.
Infantry can use the tower to access the top of the walls.
Place a Relic here to generate Gold and improve armor, damage, weapon range and sight range.",2,3000,0,0,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
264,263,,178551,hr,hre,hre,town-center-2,Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, and Prelates and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",town-center,Town Center,building_town_center_hre,"All Resources can be dropped off here. Produces Villagers, Scouts, and Prelates and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",2,2500,0,0,400,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
265,264,,134864,hr,hre,hre,university-4,University,building,Houses advanced technology that benefit the civilization.,university,University,building_tech_university_control_hre,Houses advanced technology that benefit the civilization.,4,2100,0,0,450,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
266,265,,5383848,je,jeannedarc,french_ha_01,archery-range-2,Archery Range,building,Produces ranged infantry units.,archery-range,Archery Range,building_unit_ranged_control_fre_ha_01,Produces ranged infantry units.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
267,266,,8422896,je,jeannedarc,french_ha_01,barracks-1,Barracks,building,Produces melee infantry units.,barracks,Barracks,building_unit_infantry_control_fre_ha_01,Produces melee infantry units.,1,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
268,267,,7105093,je,jeannedarc,french_ha_01,blacksmith-2,Blacksmith,building,Houses technology to improve infantry and cavalry.,blacksmith,Blacksmith,building_tech_unit_infantry_control_fre_ha_01,Houses technology to improve infantry and cavalry.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
269,268,,7494087,je,jeannedarc,french_ha_01,capital-town-center-1,Capital Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect units stealth or disguises.",capital-town-center,Capital Town Center,building_town_center_capital_fre_ha_01,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect units stealth or disguises.",1,7000,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
270,269,,4910792,je,jeannedarc,french_ha_01,chamber-of-commerce-2,Chamber of Commerce,building,Acts as a Market. Trains one free Trader for each economic technology researched.,chamber-of-commerce,Chamber of Commerce,building_landmark_age1_chamber_of_commerce_fre_ha_01,Acts as a Market. Trains one free Trader for each economic technology researched.,2,5000,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
271,270,,3621045,je,jeannedarc,french_ha_01,college-of-artillery-4,College of Artillery,building,"Produces the Royal Artillery versions of the Cannon, Ribauldequin, and Culverin, which do +30% more damage.
Unlocks the Artillery ability for Cannons trained from the College of Artillery.
Contains Siege and Gunpowder Technologies, trains units and researches technologies 50% faster.",college-of-artillery,College of Artillery,building_landmark_age3_ecole_de_poudre_a_canon_fre_ha_01,"Produces the Royal Artillery versions of the Cannon, Ribauldequin, and Culverin, which do +30% more damage.
Unlocks the Artillery ability for Cannons trained from the College of Artillery.
Contains Siege and Gunpowder Technologies, trains units and researches technologies 50% faster.",4,5000,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
272,271,,4776413,je,jeannedarc,french_ha_01,dock-1,Dock,building,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three Fishing Ships.",dock,Dock,building_unit_naval_fre_ha_01,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three Fishing Ships.",1,1750,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
273,272,,8755867,je,jeannedarc,french_ha_01,farm-1,Farm,building,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",farm,Farm,building_resource_farm_fre_ha_01,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",1,300,0,0,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
274,273,,8002900,je,jeannedarc,french_ha_01,guild-hall-2,Guild Hall,building,"Generates and stores resources over time, the more resources stored the faster they are generated. Select between Food, Wood, Stone, or Gold. Generates stone at half the rate.",guild-hall,Guild Hall,building_landmark_age2_guild_hall_fre_ha_01,"Generates and stores resources over time, the more resources stored the faster they are generated. Select between Food, Wood, Stone, or Gold. Generates stone at half the rate.",2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
275,274,,7736434,je,jeannedarc,french_ha_01,house-1,House,building,Increases your maximum Population.,house,House,building_house_control_fre_ha_01,Increases your maximum Population.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
276,275,,7159776,je,jeannedarc,french_ha_01,keep-3,Keep,building,Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.,keep,Keep,building_defense_keep_fre_ha_01,Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.,3,5000,0,0,0,900,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
277,276,,4053323,je,jeannedarc,french_ha_01,lumber-camp-1,Lumber Camp,building,Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.,lumber-camp,Lumber Camp,building_econ_wood_control_fre_ha_01,Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
278,277,,3090180,je,jeannedarc,french_ha_01,market-2,Market,building,Allows the buying and selling of resources and produces the Trader.,market,Market,building_econ_market_control_fre_ha_01,Allows the buying and selling of resources and produces the Trader.,2,1000,0,0,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
279,278,,4101858,je,jeannedarc,french_ha_01,mill-1,Mill,building,Villagers can drop off Food at this building. Houses technologies to improve Food gathering.,mill,Mill,building_econ_food_control_fre_ha_01,Villagers can drop off Food at this building. Houses technologies to improve Food gathering.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
280,279,,4014122,je,jeannedarc,french_ha_01,mining-camp-1,Mining Camp,building,Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.,mining-camp,Mining Camp,building_econ_mining_camp_control_fre_ha_01,Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
281,280,,3361909,je,jeannedarc,french_ha_01,monastery-3,Monastery,building,"Produces religious units and houses religious technologies. Starting in the Castle Age (III), religious units can pick up Relics and place them in this building to generate Gold.",monastery,Monastery,building_unit_religious_control_fre_ha_01,"Produces religious units and houses religious technologies. Starting in the Castle Age (III), religious units can pick up Relics and place them in this building to generate Gold.",3,2100,0,0,200,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
282,281,,4045205,je,jeannedarc,french_ha_01,notre-dame-4,Notre Dame,building,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,notre-dame,Notre Dame,building_wonder_age4_la_grande_cathedral_fre_ha_01,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,4,5000,5000,5000,5000,5000,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
283,282,,3122169,je,jeannedarc,french_ha_01,outpost-1,Outpost,building,Offers extensive line of sight and detects units stealth or disguises. Can be upgraded with weaponry and fortifications. Attacks while garrisoned.,outpost,Outpost,building_defense_outpost_fre_ha_01,Offers extensive line of sight and detects units stealth or disguises. Can be upgraded with weaponry and fortifications. Attacks while garrisoned.,1,750,0,0,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
284,283,,8819555,je,jeannedarc,french_ha_01,palisade-gate-1,Palisade Gate,building,Light defensive gate. Must be built on a Palisade Wall segment.,palisade-gate,Palisade Gate,building_defense_palisade_gate_fre_ha_01,Light defensive gate. Must be built on a Palisade Wall segment.,1,1250,0,0,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
285,284,,7498415,je,jeannedarc,french_ha_01,palisade-wall-1,Palisade Wall,building,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",palisade-wall,Palisade Wall,building_defense_palisade_fre_ha_01,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",1,1250,0,0,7,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
286,285,,5998963,je,jeannedarc,french_ha_01,red-palace-3,Red Palace,building,"Acts as a Keep. Features high-damage arbalest emplacements. Each garrisoned unit adds an additional arbalest.
Activates an Arbalest emplacement on all Keeps and Town Centers.",red-palace,Red Palace,building_landmark_age2_la_chateau_rouge_fre_ha_01,"Acts as a Keep. Features high-damage arbalest emplacements. Each garrisoned unit adds an additional arbalest.
Activates an Arbalest emplacement on all Keeps and Town Centers.",3,5000,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
