id,IDAbility,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
120,119,,2149990,hr,hre,hre,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
121,120,,2127667,je,jeannedarc,french_ha_01,ability-bring-down-the-walls-1,Bring down the walls!,ability,Jeanne calls a Cannon to her side. Rallies an additional Cannon if used on a Neutral Settlement.,ability-bring-down-the-walls,Bring down the walls!,jeanne_d_arc_rallying_call_cannon_fre_ha_01,Jeanne calls a Cannon to her side. Rallies an additional Cannon if used on a Neutral Settlement.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
122,121,,2141453,je,jeannedarc,french_ha_01,ability-consecrate-1,Consecrate,ability,"Jeanne consecrates a production building, reducing the Food cost of units by -25%.
No Cooldown
Recharge Time: 120 Seconds.
Max Charges: 4.",ability-consecrate,Consecrate,jeanne_d_arc_influence_building_fre_ha_01,"Jeanne consecrates a production building, reducing the Food cost of units by -25%.
No Cooldown
Recharge Time: 120 Seconds.
Max Charges: 4.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
123,122,,2139259,je,jeannedarc,french_ha_01,ability-construct-the-kingdom-1,Construct the Kingdom,ability,Nearby Villagers construct buildings 33% faster.,ability-construct-the-kingdom,Construct the Kingdom,jeanne_d_arc_construction_aura_fre_ha_01,Nearby Villagers construct buildings 33% faster.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
124,123,,192685,je,jeannedarc,french_ha_01,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
125,124,,2013822,je,jeannedarc,french_ha_01,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
126,125,,2141675,je,jeannedarc,french_ha_01,ability-divine-arrow-1,Divine Arrow,ability,"Jeanne targets an enemy and fires a divine arrow that deals 40 damage.
Cooldown: 8 Seconds.
Recharge Time: 60 Seconds.
Max Charges: 4",ability-divine-arrow,Divine Arrow,jeanne_d_arc_ranged_damage_ability_fre_ha_01,"Jeanne targets an enemy and fires a divine arrow that deals 40 damage.
Cooldown: 8 Seconds.
Recharge Time: 60 Seconds.
Max Charges: 4",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
127,126,,2128763,je,jeannedarc,french_ha_01,ability-divine-restoration-1,Divine Restoration,ability,"Jeanne and nearby allies are blessed, instantly healing for 30% of their missing health.
Cooldown: 120 Seconds.",ability-divine-restoration,Divine Restoration,jeanne_d_arc_divine_restoration_fre_ha_01,"Jeanne and nearby allies are blessed, instantly healing for 30% of their missing health.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
128,127,,2127665,je,jeannedarc,french_ha_01,ability-forward-companions-1,"Forward, companions!",ability,Jeanne calls 3/6 Knights to her side. Rallies 2 additional Knights if used on a Neutral Settlement.,ability-forward-companions,"Forward, companions!",jeanne_d_arc_rallying_call_knights_fre_ha_01,Jeanne calls 3/6 Knights to her side. Rallies 2 additional Knights if used on a Neutral Settlement.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
129,128,,2144058,je,jeannedarc,french_ha_01,ability-galvanize-the-righteous-1,Galvanize the Righteous,ability,Companions close to Jeanne gain +1/1 armor and +10% damage.,ability-galvanize-the-righteous,Galvanize the Righteous,jeanne_d_arc_buff_follower_aura_fre_ha_01,Companions close to Jeanne gain +1/1 armor and +10% damage.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
130,129,,2141553,je,jeannedarc,french_ha_01,ability-holy-wrath-1,Holy Wrath,ability,"Jeanne unleashes a powerful area of effect attack, striking all enemies within 1.25 tiles for 20 damage.
Cooldown: 8 Seconds.
Recharge Time: 60 Seconds.
Max Charges: 4.",ability-holy-wrath,Holy Wrath,jeanne_d_arc_aoe_damage_ability_fre_ha_01,"Jeanne unleashes a powerful area of effect attack, striking all enemies within 1.25 tiles for 20 damage.
Cooldown: 8 Seconds.
Recharge Time: 60 Seconds.
Max Charges: 4.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
131,130,,2127594,je,jeannedarc,french_ha_01,ability-honorable-heart-1,Honorable Heart,ability,"Jeanne regenerates 1/1.5/2/2.5 health per second while out of combat based on her current level.
At level 3 Jeanne takes 45% less damage from ranged attacks; at level 4 this is increased to 60%.",ability-honorable-heart,Honorable Heart,jeanne_d_arc_honorable_heart_fre_ha_01,"Jeanne regenerates 1/1.5/2/2.5 health per second while out of combat based on her current level.
At level 3 Jeanne takes 45% less damage from ranged attacks; at level 4 this is increased to 60%.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
132,131,,2149013,je,jeannedarc,french_ha_01,ability-jeannes-companions-1,Jeanne's Companions,ability,Achieve level 3 with Jeanne d'Arc to select between Champions and Riders to be trained at the keep.,ability-jeannes-companions,Jeanne's Companions,jeanne_companion_keep_dummy_keep,Achieve level 3 with Jeanne d'Arc to select between Champions and Riders to be trained at the keep.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
133,132,,2127657,je,jeannedarc,french_ha_01,ability-journey-of-a-hero-1,Journey of a Hero,ability,"Jeanne generates experience for completing tasks such as gathering resources, constructing buildings, hunting boar, capturing Sacred Sites, and participating in combat. Jeanne also gains a small trickle of experience over time.
After earning sufficient experience Jeanne can level up, becoming more powerful and gaining access to unique abilities.",ability-journey-of-a-hero,Journey of a Hero,jeanne_d_arc_experience_gain_fre_ha_01,"Jeanne generates experience for completing tasks such as gathering resources, constructing buildings, hunting boar, capturing Sacred Sites, and participating in combat. Jeanne also gains a small trickle of experience over time.
After earning sufficient experience Jeanne can level up, becoming more powerful and gaining access to unique abilities.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
134,133,,2101656,je,jeannedarc,french_ha_01,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
135,134,,186581,je,jeannedarc,french_ha_01,ability-merchant-guilds-1,Merchant Guilds,ability,Active Traders generate 1 gold every 6 seconds.,ability-merchant-guilds,Merchant Guilds,market_passive_gold_generation_fre,Active Traders generate 1 gold every 6 seconds.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
136,135,,2127666,je,jeannedarc,french_ha_01,ability-nock-your-arrows-1,Nock your arrows!,ability,Jeanne calls 2/4/6 Archers to her side. Rallies 2 additional Archers if used on a Neutral Settlement.,ability-nock-your-arrows,Nock your arrows!,jeanne_d_arc_rallying_call_archers_fre_ha_01,Jeanne calls 2/4/6 Archers to her side. Rallies 2 additional Archers if used on a Neutral Settlement.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
137,136,,2141662,je,jeannedarc,french_ha_01,ability-return-of-the-saint-1,Return of the Saint,ability,Pay tribute and instantly return Jeanne to the battlefield.,ability-return-of-the-saint,Return of the Saint,jeanne_d_arc_buyback_1_fre_ha_01,Pay tribute and instantly return Jeanne to the battlefield.,1,,0.0,100.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
138,137,,2141664,je,jeannedarc,french_ha_01,ability-return-of-the-saint-2,Return of the Saint,ability,Pay tribute and instantly return Jeanne to the battlefield.,ability-return-of-the-saint,Return of the Saint,jeanne_d_arc_buyback_2_fre_ha_01,Pay tribute and instantly return Jeanne to the battlefield.,2,,0.0,250.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
139,138,,2141665,je,jeannedarc,french_ha_01,ability-return-of-the-saint-3,Return of the Saint,ability,Pay tribute and instantly return Jeanne to the battlefield.,ability-return-of-the-saint,Return of the Saint,jeanne_d_arc_buyback_3_fre_ha_01,Pay tribute and instantly return Jeanne to the battlefield.,3,,0.0,500.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
140,139,,2141666,je,jeannedarc,french_ha_01,ability-return-of-the-saint-4,Return of the Saint,ability,Pay tribute and instantly return Jeanne to the battlefield.,ability-return-of-the-saint,Return of the Saint,jeanne_d_arc_buyback_4_fre_ha_01,Pay tribute and instantly return Jeanne to the battlefield.,4,,0.0,1000.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
141,140,,2136635,je,jeannedarc,french_ha_01,ability-riders-ready-1,"Riders, Ready!",ability,"Jeanne calls 3 Riders to her side.
Cooldown: 240 Seconds.",ability-riders-ready,"Riders, Ready!",jeanne_d_arc_rallying_call_crossbows_fre_ha_01,"Jeanne calls 3 Riders to her side.
Cooldown: 240 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
142,141,,2149990,je,jeannedarc,french_ha_01,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
143,142,,2032837,je,jeannedarc,french_ha_01,ability-royal-knight-charge-damage-2,Royal Knight Charge Damage,ability,Gain +3 melee attack damage for 5 seconds after charging.,ability-royal-knight-charge-damage,Royal Knight Charge Damage,lancer_charge_bonus_damage,Gain +3 melee attack damage for 5 seconds after charging.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
144,143,,2136639,je,jeannedarc,french_ha_01,ability-spears-up-1,Spears up!,ability,Jeanne calls 2 Spearmen to her side. Awards 50 experience if activated on a Neutral Settlement or a friendly Keep or Landmark.,ability-spears-up,Spears up!,jeanne_d_arc_rallying_call_spearmen_fre_ha_01,Jeanne calls 2 Spearmen to her side. Awards 50 experience if activated on a Neutral Settlement or a friendly Keep or Landmark.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
145,144,,2139646,je,jeannedarc,french_ha_01,ability-strength-of-heaven-1,Strength of Heaven,ability,"Jeanne chooses a unit to bless, bestowing them with incredible strength and durability. The chosen warrior gains 300 health, 4 Melee and Ranged Armor, and +300% damage.
Jeanne may only bless one unit at a time.
Cooldown: 30 Seconds.",ability-strength-of-heaven,Strength of Heaven,jeanne_d_arc_inspired_ally_fre_ha_01,"Jeanne chooses a unit to bless, bestowing them with incredible strength and durability. The chosen warrior gains 300 health, 4 Melee and Ranged Armor, and +300% damage.
Jeanne may only bless one unit at a time.
Cooldown: 30 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
146,145,,2144250,je,jeannedarc,french_ha_01,ability-talented-builder-1,Talented Builder,ability,"Jeanne constructs buildings 33% faster.
Upon reaching level 2, Jeanne shares her talents with nearby builders.",ability-talented-builder,Talented Builder,jeanne_d_arc_talented_builder_fre_ha_01,"Jeanne constructs buildings 33% faster.
Upon reaching level 2, Jeanne shares her talents with nearby builders.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
147,146,,2136640,je,jeannedarc,french_ha_01,ability-to-arms-men-1,"To Arms, Men!",ability,"Jeanne calls 3 Champions to her side.
Cooldown: 240 Seconds.",ability-to-arms-men,"To Arms, Men!",jeanne_d_arc_rallying_call_manatarms_fre_ha_01,"Jeanne calls 3 Champions to her side.
Cooldown: 240 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
148,147,,187280,je,jeannedarc,french_ha_01,ability-town-center-production-speed-castle-age-3,Castle Age Town Center Production Speed,ability,Town Center production and research speed increased by 20%.,ability-town-center-production-speed-castle-age,Castle Age Town Center Production Speed,town_center_production_age3_fre,Town Center production and research speed increased by 20%.,3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
149,148,,187278,je,jeannedarc,french_ha_01,ability-town-center-production-speed-dark-age-1,Dark Age Town Center Production Speed,ability,"Town Center production and research speed increased by +10%.
Bonus increases further in later Ages.",ability-town-center-production-speed-dark-age,Dark Age Town Center Production Speed,town_center_production_age1_fre,"Town Center production and research speed increased by +10%.
Bonus increases further in later Ages.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
150,149,,187279,je,jeannedarc,french_ha_01,ability-town-center-production-speed-feudal-age-2,Feudal Age Town Center Production Speed,ability,"Town Center production and research speed increased by +15%.
Bonus increases further in later Ages.",ability-town-center-production-speed-feudal-age,Feudal Age Town Center Production Speed,town_center_production_age2_fre,"Town Center production and research speed increased by +15%.
Bonus increases further in later Ages.",2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
151,150,,2127606,je,jeannedarc,french_ha_01,ability-valorous-inspiration-1,Valorous Inspiration,ability,"Increases the attack speed of all units within 4 tiles by 35% for 20 seconds.
Cooldown: 60 Seconds.",ability-valorous-inspiration,Valorous Inspiration,jeanne_d_arc_valorous_inspiration_fre_ha_01,"Increases the attack speed of all units within 4 tiles by 35% for 20 seconds.
Cooldown: 60 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
152,151,,2099938,ma,malians,malian,ability-activate-stealth-2,Activate Stealth,ability,"Enter Stealth for 30 seconds.
While in Stealth, units are invisible until they are revealed by enemy Scouts, Outposts, Landmark Town Centers, or they engage in combat.",ability-activate-stealth,Activate Stealth,activate_stealth_mal,"Enter Stealth for 30 seconds.
While in Stealth, units are invisible until they are revealed by enemy Scouts, Outposts, Landmark Town Centers, or they engage in combat.",2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
153,152,,2071572,ma,malians,malian,ability-coastal-navigation-1,Coastal Navigation,ability,Ships near a Docks get +15% speed for 25 seconds.,ability-coastal-navigation,Coastal Navigation,docks_speed_bonus_mal,Ships near a Docks get +15% speed for 25 seconds.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
154,153,,192685,ma,malians,malian,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
155,154,,2013822,ma,malians,malian,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
156,155,,2067085,ma,malians,malian,ability-first-strike-4,First Strike,ability,Musofadi Warriors and Musofadi Gunners deal double damage on their first attack when breaking stealth.,ability-first-strike,First Strike,gbeto_ambush_buff_mal,Musofadi Warriors and Musofadi Gunners deal double damage on their first attack when breaking stealth.,4,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
157,156,,2062644,ma,malians,malian,ability-food-festival-4,Food Festival,ability,Increase Food gather rate by +50% for 90 seconds.,ability-food-festival,Food Festival,festival_food_mal,Increase Food gather rate by +50% for 90 seconds.,4,,0.0,300.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
158,157,,2099928,ma,malians,malian,ability-huntress-stealth-4,Huntress' Stealth,ability,"Malian infantry within range enter Stealth. While in Stealth, units are invisible until they are revealed by enemy Scouts, Outposts, or when they engage in combat.",ability-huntress-stealth,Huntress' Stealth,stealth_landmark_aura_mal,"Malian infantry within range enter Stealth. While in Stealth, units are invisible until they are revealed by enemy Scouts, Outposts, or when they engage in combat.",4,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
159,158,,2101656,ma,malians,malian,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
160,159,,2062645,ma,malians,malian,ability-military-festival-4,Military Festival,ability,Increase all unit production speed by +100% for 90 seconds.,ability-military-festival,Military Festival,festival_military_mal,Increase all unit production speed by +100% for 90 seconds.,4,,0.0,300.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
161,160,,2149990,ma,malians,malian,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
162,161,,2062641,ma,malians,malian,ability-siege-festival-4,Siege Festival,ability,"Increase damage of Battering Rams, Bombards, Counterweight Trebuchets, and torches by +50% for 90 seconds.
Applies to Springald Ships once Mounted Guns has been researched.",ability-siege-festival,Siege Festival,festival_siege_mal,"Increase damage of Battering Rams, Bombards, Counterweight Trebuchets, and torches by +50% for 90 seconds.
Applies to Springald Ships once Mounted Guns has been researched.",4,,0.0,300.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
163,162,,168622,mo,mongols,mongol,ability-attack-speed-arrow-2,Attack Speed Arrow,ability,Fires a Signal Arrow that increases the attack speed of nearby ranged units (including the Khan) by +50% for 5 seconds.,ability-attack-speed-arrow,Attack Speed Arrow,khan_attack_speed_signal_arrow_mon,Fires a Signal Arrow that increases the attack speed of nearby ranged units (including the Khan) by +50% for 5 seconds.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
164,163,,2131332,mo,mongols,mongol,ability-battle-veteran-2,Keshik Healing,ability,Heals after every attack performed.,ability-battle-veteran,Keshik Healing,lancer_healing_mon,Heals after every attack performed.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
165,164,,192685,mo,mongols,mongol,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
166,165,,168628,mo,mongols,mongol,ability-defense-arrow-3,Defense Arrow,ability,Fires a Signal Arrow that increases the armor of nearby units (including the Khan) by +2 for 5 seconds.,ability-defense-arrow,Defense Arrow,khan_defensive_signal_arrow_mon,Fires a Signal Arrow that increases the armor of nearby units (including the Khan) by +2 for 5 seconds.,3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
167,166,,2013822,mo,mongols,mongol,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
168,167,,2075585,mo,mongols,mongol,ability-kurultai-aura-3,Kurultai Aura,ability,Nearby units within its aura heal +1 health every 1 second and gain an additional +20% damage.,ability-kurultai-aura,Kurultai Aura,kurultai_healing_aura_mon,Nearby units within its aura heal +1 health every 1 second and gain an additional +20% damage.,3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
169,168,,2101656,mo,mongols,mongol,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
170,169,,168567,mo,mongols,mongol,ability-maneuver-arrow-1,Maneuver Arrow,ability,Fire a Signal Arrow that increases the movement speed of nearby units (including the Khan) by +33% for 5 seconds. Does not affect Villagers.,ability-maneuver-arrow,Maneuver Arrow,khan_maneuver_signal_arrow_mon,Fire a Signal Arrow that increases the movement speed of nearby units (including the Khan) by +33% for 5 seconds. Does not affect Villagers.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
171,170,,1457772,mo,mongols,mongol,ability-ovoo-influence-1,Ovoo Influence,ability,Buildings within influence have access to double production and improved technology. Pastures within influence produce Sheep at a faster rate.,ability-ovoo-influence,Ovoo Influence,ovoo_influence_mon,Buildings within influence have access to double production and improved technology. Pastures within influence produce Sheep at a faster rate.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
172,171,,2149990,mo,mongols,mongol,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
173,172,,186431,mo,mongols,mongol,ability-silk-road-1,Silk Road,ability,"The types of resources you earn from each Trader is improved based on your total number of active Traders.
5+ Traders: +10% Food
10+ Traders: +10% Food, +10% Wood",ability-silk-road,Silk Road,market_silk_road_passive_ui_mon,"The types of resources you earn from each Trader is improved based on your total number of active Traders.
5+ Traders: +10% Food
10+ Traders: +10% Food, +10% Wood",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
